MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability,Total_Risk,Infrastructure_Risk,Natural_Risk,Human_Risk,Water_Risk
4,6,4,5,6,4,12,2,3,4,7,6,3,10,2,4,4,10,5,4,0.525,105,9,16,15,12
7,5,5,3,7,4,3,8,7,5,4,11,5,5,5,3,7,4,6,6,0.55,110,9,17,15,24
3,1,3,5,8,1,7,5,4,3,6,4,4,7,2,4,3,3,7,5,0.425,85,11,12,16,12
8,1,5,7,11,3,6,6,3,6,3,6,5,4,7,4,3,4,5,7,0.52,104,9,19,24,17
3,9,4,5,5,6,5,2,2,4,2,5,5,3,2,1,6,8,2,6,0.425,85,3,8,14,11
3,6,6,8,3,7,7,3,5,5,4,10,5,6,8,7,7,3,5,5,0.565,113,12,17,16,19
7,5,6,8,3,4,2,3,6,5,7,3,6,3,5,3,11,2,5,2,0.48,96,8,15,16,12
1,3,5,4,10,5,5,5,3,7,10,4,4,3,4,4,3,6,5,7,0.49,98,9,8,21,14
6,4,5,3,6,3,3,1,3,9,5,5,6,6,4,4,2,5,7,9,0.48,96,11,16,18,11
6,8,3,7,4,8,2,4,3,4,4,5,5,4,3,3,6,6,5,6,0.48,96,8,13,15,12
6,5,3,7,5,2,5,6,7,4,1,6,2,6,2,10,8,4,9,6,0.52,104,19,14,16,15
5,6,4,5,2,5,2,5,4,6,12,2,8,10,3,11,4,5,4,5,0.54,108,15,18,13,11
4,5,8,5,1,1,3,6,2,5,5,3,3,3,7,6,2,5,4,4,0.41,82,10,14,11,17
2,7,7,8,2,7,5,12,5,9,1,4,5,4,2,6,5,6,4,4,0.525,105,10,8,19,23
6,4,2,5,5,5,3,5,10,5,3,6,4,4,9,3,3,3,5,6,0.48,96,8,19,15,13
7,4,2,3,5,7,1,2,7,7,9,7,5,8,8,7,6,2,7,6,0.55,110,14,23,15,11
3,3,3,7,6,6,4,6,4,6,5,9,7,2,7,3,4,4,5,10,0.52,104,8,12,19,18
6,3,3,7,4,6,2,5,5,3,5,5,4,3,2,4,5,4,9,4,0.445,89,13,11,14,13
8,3,5,4,4,4,2,4,4,2,5,7,5,3,2,6,6,8,6,3,0.455,91,12,13,10,16
3,7,5,3,5,7,1,6,5,8,9,7,6,6,1,1,7,5,4,6,0.51,102,5,10,16,18
8,9,7,2,5,9,5,7,6,1,5,4,3,10,3,6,8,9,2,4,0.565,113,8,21,8,18
6,2,6,2,3,6,1,6,5,6,5,3,3,4,8,6,3,8,4,6,0.465,93,10,18,11,15
4,7,4,7,10,3,5,3,7,5,5,2,6,6,6,5,8,7,2,4,0.53,106,7,16,22,9
9,1,4,4,4,4,4,5,4,6,10,1,2,2,5,3,5,5,4,8,0.45,90,7,16,14,10
4,4,5,7,5,6,9,4,7,4,3,6,9,7,8,5,5,3,4,5,0.55,110,9,19,16,15
7,5,1,3,2,2,6,8,5,3,10,5,3,6,2,3,3,8,3,3,0.44,88,6,15,8,14
5,3,5,7,3,4,10,1,4,6,5,4,5,2,7,4,5,4,2,3,0.445,89,6,14,16,10
10,1,6,6,6,4,5,4,5,5,3,6,4,4,5,4,5,6,5,2,0.48,96,9,19,17,16
7,6,8,5,2,4,5,4,6,3,1,2,0,4,2,6,7,4,5,1,0.41,82,11,13,10,14
1,7,3,4,5,5,7,5,5,6,5,4,6,2,7,5,7,5,7,3,0.495,99,12,10,15,12
6,12,8,2,6,5,7,5,3,6,6,6,7,5,6,4,6,6,3,2,0.555,111,7,17,14,19
5,4,5,6,5,1,9,6,2,4,0,5,3,9,6,5,3,6,8,8,0.5,100,13,20,15,16
6,5,6,6,2,6,4,11,3,3,3,3,12,3,5,6,3,7,5,8,0.535,107,11,14,11,20
5,2,7,2,2,8,4,7,9,4,1,3,2,6,4,7,2,4,5,5,0.445,89,12,15,8,17
5,1,3,7,4,2,2,6,10,6,5,3,6,4,11,3,2,3,5,8,0.48,96,8,20,17,12
4,4,6,6,5,6,2,5,7,5,6,5,7,6,10,8,2,5,2,7,0.54,108,10,20,16,16
8,4,5,4,12,3,4,5,4,7,7,5,8,8,7,4,5,4,8,6,0.59,118,12,23,23,15
4,5,5,5,9,7,5,5,4,2,6,8,6,5,10,3,4,7,4,4,0.54,108,7,19,16,18
8,5,5,4,4,7,6,3,7,6,5,7,1,7,5,4,3,1,5,7,0.5,100,9,20,14,15
7,1,1,4,6,5,6,11,3,10,3,7,1,6,3,7,2,3,7,2,0.475,95,14,16,20,19
3,2,10,9,5,3,2,2,9,3,7,4,7,4,7,12,4,6,3,3,0.525,105,15,14,17,16
5,7,4,4,1,3,5,5,6,5,5,7,3,5,13,9,1,5,6,3,0.51,102,15,23,10,16
4,3,4,8,4,7,6,7,5,9,4,5,3,2,4,4,6,6,1,6,0.49,98,5,10,21,16
5,6,5,8,3,5,7,6,5,6,9,3,8,4,6,6,5,6,6,3,0.56,112,12,15,17,14
5,3,2,8,4,4,9,4,7,4,6,12,5,4,6,4,4,6,5,6,0.54,108,9,15,16,18
8,5,6,5,4,10,5,8,4,3,6,7,2,6,6,4,4,7,9,4,0.565,113,13,20,12,21
4,3,9,8,5,7,7,5,1,4,4,4,3,12,3,5,5,6,4,7,0.53,106,9,19,17,18
4,4,5,6,3,5,4,1,3,5,3,5,4,0,8,6,3,9,1,7,0.43,86,7,12,14,11
5,4,4,5,3,8,9,3,2,4,4,4,3,5,5,8,3,4,5,2,0.45,90,13,15,12,11
2,6,10,4,5,6,9,5,4,15,5,3,5,7,4,2,2,5,4,3,0.53,106,6,13,24,18
6,2,3,5,3,3,0,2,2,6,6,3,9,4,6,2,5,4,5,6,0.41,82,7,16,14,8
0,9,3,6,8,6,4,2,7,4,2,3,9,7,3,2,3,9,3,6,0.48,96,5,10,18,8
5,8,0,4,7,4,5,3,2,5,5,5,2,3,5,3,4,5,6,3,0.42,84,9,13,16,8
3,2,6,8,6,8,1,7,5,1,4,6,3,2,2,5,4,6,6,3,0.44,88,11,7,15,19
7,4,4,2,2,6,7,7,9,4,5,3,8,4,2,5,4,4,4,6,0.485,97,9,13,8,14
7,6,2,5,3,4,6,6,0,6,10,5,6,8,6,9,4,2,9,3,0.535,107,18,21,14,13
11,4,4,3,3,6,3,5,3,8,8,4,5,2,8,6,4,6,5,6,0.52,104,11,21,14,13
5,5,6,1,0,10,4,5,5,6,6,7,5,8,4,3,8,5,6,1,0.5,100,9,17,7,18
8,1,3,5,5,6,6,6,5,7,6,5,2,7,7,4,8,6,5,5,0.535,107,9,22,17,14
10,4,1,5,1,5,3,4,3,7,6,7,3,5,2,3,9,5,6,7,0.48,96,9,17,13,12
1,2,4,5,6,6,6,5,1,5,4,7,3,5,5,4,2,6,2,4,0.415,83,6,11,16,16
2,4,8,5,0,2,5,4,0,5,3,4,4,8,6,5,5,6,4,5,0.425,85,9,16,10,16
6,5,5,6,5,4,7,5,8,2,8,6,4,2,2,4,2,4,4,6,0.475,95,8,10,13,16
7,0,4,12,7,3,7,8,4,6,2,5,3,6,4,9,2,6,4,8,0.535,107,13,17,25,17
6,3,2,10,6,3,8,5,3,3,2,0,8,6,2,2,7,6,2,8,0.46,92,4,14,19,7
4,3,5,6,3,4,4,8,7,5,9,5,6,7,5,4,3,1,3,3,0.475,95,7,16,14,18
9,5,8,5,7,5,3,2,3,3,9,4,4,4,6,8,5,3,3,6,0.51,102,11,19,15,14
3,2,5,5,5,4,4,4,7,5,4,6,6,6,10,4,2,6,7,4,0.495,99,11,19,15,15
7,5,7,6,3,7,5,3,1,8,4,7,2,5,9,10,4,5,2,3,0.515,103,12,21,17,17
6,7,3,8,4,5,5,5,7,3,7,3,7,7,7,7,7,6,5,4,0.565,113,12,20,15,11
2,7,3,3,8,5,6,3,5,4,1,4,11,9,2,6,9,6,4,4,0.51,102,10,13,15,10
6,8,2,4,5,4,3,6,1,3,7,6,5,4,4,8,4,5,5,5,0.475,95,13,14,12,14
9,9,9,4,5,4,4,7,10,3,4,8,5,3,6,4,5,4,4,5,0.56,112,8,18,12,24
3,4,6,3,7,5,4,6,5,4,5,4,5,3,5,6,8,6,2,11,0.51,102,8,11,14,16
5,8,6,3,2,7,6,3,2,9,3,8,5,2,2,3,1,4,4,8,0.455,91,7,9,14,17
8,4,9,1,5,4,6,7,6,9,4,5,5,7,5,2,5,8,5,2,0.535,107,7,20,15,21
7,5,3,4,4,14,5,2,2,3,3,11,8,6,10,4,2,2,7,7,0.545,109,11,23,11,16
3,3,4,2,7,4,3,2,5,3,10,4,2,5,4,4,1,6,13,4,0.445,89,17,12,12,10
4,5,3,6,3,3,8,8,7,5,11,6,4,6,6,3,1,5,5,8,0.535,107,8,16,14,17
4,6,6,4,6,6,1,5,9,3,4,4,1,9,4,6,5,2,3,6,0.47,94,9,17,13,15
3,2,4,6,3,8,6,7,11,4,2,8,4,1,4,2,6,4,4,8,0.485,97,6,8,13,19
3,5,2,10,5,8,4,4,3,5,2,2,4,4,3,3,4,4,5,3,0.415,83,8,10,20,8
5,3,6,2,2,4,1,5,1,4,10,4,8,7,4,6,7,3,5,7,0.47,94,11,16,8,15
5,9,4,2,3,6,8,3,7,2,5,8,4,7,5,7,4,10,6,1,0.53,106,13,17,7,15
8,11,6,5,7,3,10,8,7,2,10,4,2,5,8,5,10,3,7,1,0.61,122,12,21,14,18
5,7,7,3,2,8,6,4,5,3,7,5,6,4,5,5,4,10,3,9,0.54,108,8,14,8,16
7,2,3,4,3,4,2,4,8,3,5,8,5,3,6,7,6,8,3,6,0.485,97,10,16,10,15
4,4,4,6,6,4,4,7,11,6,6,4,4,6,9,2,9,6,8,8,0.59,118,10,19,18,15
3,4,5,5,3,6,6,6,11,5,5,5,5,5,11,2,7,4,4,9,0.555,111,6,19,13,16
2,3,8,12,7,9,3,9,2,5,8,2,5,5,10,5,2,2,3,8,0.55,110,8,17,24,19
2,6,8,5,6,5,1,7,6,1,9,3,3,2,1,5,2,7,0,6,0.425,85,5,5,12,18
5,4,2,5,2,3,2,4,8,3,4,5,6,4,1,1,5,6,5,4,0.395,79,6,10,10,11
5,2,6,2,6,5,6,0,7,4,3,3,7,5,2,2,7,10,1,9,0.46,92,3,12,12,9
3,5,1,3,3,2,4,8,4,3,2,4,7,5,6,6,6,6,5,2,0.425,85,11,14,9,13
1,3,12,8,9,12,5,11,6,1,8,4,7,4,6,3,3,5,6,7,0.605,121,9,11,18,27
9,5,3,6,3,5,3,6,2,4,4,4,4,4,9,5,6,7,12,3,0.52,104,17,22,13,13
7,6,4,3,2,5,0,5,5,2,7,3,5,4,3,10,11,7,6,3,0.49,98,16,14,7,12
6,5,5,7,7,5,4,0,3,3,5,3,5,2,3,4,7,3,4,3,0.42,84,8,11,17,8
3,4,3,7,4,6,4,4,6,5,7,4,7,7,8,5,4,3,4,5,0.5,100,9,18,16,11
8,5,3,5,9,4,3,8,6,8,3,6,5,9,3,3,3,8,3,3,0.525,105,6,20,22,17
3,8,4,2,3,6,6,8,3,5,3,4,3,8,6,8,5,9,8,5,0.535,107,16,17,10,16
2,4,3,5,5,3,3,6,7,7,4,5,4,3,8,4,4,2,6,2,0.435,87,10,13,17,14
6,10,3,5,2,2,4,6,10,8,5,1,7,6,1,10,5,4,3,10,0.54,108,13,13,15,10
3,5,5,4,9,6,3,9,4,5,7,6,6,3,1,3,8,2,7,4,0.5,100,10,7,18,20
2,5,4,2,5,8,6,3,5,7,3,4,3,6,4,5,4,3,5,6,0.45,90,10,12,14,11
8,3,5,4,5,6,6,7,5,4,4,1,4,5,9,5,8,4,5,7,0.525,105,10,22,13,13
3,6,7,4,6,5,6,7,6,3,5,6,4,4,5,5,2,5,7,1,0.485,97,12,12,13,20
4,2,6,4,3,2,3,5,3,3,6,7,4,4,10,3,5,5,4,4,0.435,87,7,18,10,18
7,5,8,6,4,5,8,2,7,5,10,5,6,1,2,2,4,6,4,2,0.495,99,6,10,15,15
7,3,8,10,4,8,5,3,2,8,2,7,4,4,4,5,2,6,5,7,0.52,104,10,15,22,18
6,5,2,2,9,2,4,6,9,5,6,4,9,1,5,7,5,2,4,4,0.485,97,11,12,16,12
3,6,5,2,5,7,10,6,8,10,4,6,2,2,6,1,7,3,3,6,0.51,102,4,11,17,17
5,2,3,3,2,3,5,1,8,3,7,5,6,3,5,1,4,5,5,5,0.405,81,6,13,8,9
2,6,10,4,7,5,7,9,9,1,9,4,4,5,4,5,1,1,2,5,0.5,100,7,11,12,23
6,7,4,4,1,9,4,6,4,9,1,4,7,4,4,6,6,3,6,9,0.52,104,12,14,14,14
6,3,4,10,6,9,11,5,1,6,6,2,4,5,2,3,5,4,1,5,0.49,98,4,13,22,11
4,4,4,7,5,5,4,8,7,5,2,11,7,2,5,4,3,4,6,9,0.53,106,10,11,17,23
3,6,4,3,6,5,3,7,2,3,5,4,4,6,3,9,5,7,3,6,0.47,94,12,12,12,15
6,4,5,4,5,5,4,2,10,5,4,4,4,6,7,5,3,1,4,4,0.46,92,9,19,14,11
9,5,4,7,2,9,6,2,3,9,0,1,4,1,3,4,4,8,6,6,0.465,93,10,13,18,7
2,5,6,4,4,3,3,2,6,3,6,12,4,3,6,7,5,2,7,5,0.475,95,14,11,11,20
4,7,4,4,4,4,4,6,3,5,7,7,4,5,2,5,4,4,6,2,0.455,91,11,11,13,17
6,3,4,4,6,4,6,4,5,4,3,2,2,8,3,6,7,4,2,3,0.43,86,8,17,14,10
4,8,8,3,3,8,6,6,5,6,3,6,2,7,7,5,4,4,2,4,0.505,101,7,18,12,20
3,9,6,4,3,5,7,2,5,3,7,5,3,5,3,5,3,8,3,7,0.48,96,8,11,10,13
9,5,5,6,3,6,5,3,4,5,5,2,7,3,4,5,10,4,9,9,0.545,109,14,16,14,10
5,3,4,4,3,3,4,6,8,6,4,7,4,2,4,7,5,3,4,4,0.45,90,11,11,13,17
3,4,3,1,4,4,6,5,6,7,2,7,7,8,3,6,3,5,2,3,0.445,89,8,14,12,15
7,5,2,5,5,10,6,3,8,5,1,7,5,6,2,3,7,4,3,2,0.48,96,6,15,15,12
4,6,1,4,7,2,5,6,8,7,6,5,5,3,9,6,8,4,3,7,0.53,106,9,16,18,12
6,3,9,7,3,7,9,4,6,4,4,5,6,6,2,5,3,6,4,8,0.535,107,9,14,14,18
9,5,6,8,6,2,4,5,4,1,6,5,4,9,2,7,1,7,5,5,0.505,101,12,20,15,16
5,3,7,5,5,7,7,7,3,6,11,5,4,4,5,5,5,8,7,4,0.565,113,12,14,16,19
4,3,2,8,2,8,2,3,6,2,3,2,7,4,6,7,0,5,7,4,0.425,85,14,14,12,7
7,1,2,7,5,6,6,7,10,6,5,6,1,4,5,10,6,4,5,3,0.53,106,15,16,18,15
9,6,6,4,4,7,6,4,1,3,11,4,6,4,6,5,7,6,7,7,0.565,113,12,19,11,14
4,5,5,4,7,2,3,4,4,3,5,3,4,7,2,5,5,6,7,5,0.45,90,12,13,14,12
2,6,5,3,4,8,5,4,5,9,7,7,3,4,10,0,9,2,7,2,0.51,102,7,16,16,16
5,2,4,7,5,3,4,7,4,6,7,3,7,8,4,4,8,6,5,3,0.51,102,9,17,18,14
2,4,4,5,6,7,3,10,6,1,4,8,3,4,4,2,6,6,10,6,0.505,101,12,10,12,22
5,3,5,7,9,8,5,2,9,4,8,0,4,9,7,4,4,8,2,7,0.55,110,6,21,20,7
8,9,5,4,4,7,5,7,6,8,7,5,2,5,7,1,7,3,2,4,0.53,106,3,20,16,17
6,9,4,1,4,4,3,6,3,3,3,5,6,6,4,9,2,6,3,5,0.46,92,12,16,8,15
6,2,9,1,3,5,9,2,4,2,7,10,7,5,0,4,5,6,6,5,0.49,98,10,11,6,21
6,4,5,4,7,3,4,5,7,5,5,3,4,4,3,5,5,4,6,2,0.455,91,11,13,16,13
3,2,9,9,3,1,7,3,5,3,8,4,5,12,6,4,4,6,5,9,0.54,108,9,21,15,16
4,7,7,2,4,4,5,6,4,12,2,3,3,8,4,4,4,7,3,12,0.525,105,7,16,18,16
9,6,4,6,2,3,7,7,7,3,2,5,7,5,7,8,4,5,8,3,0.54,108,16,21,11,16
6,2,3,3,8,6,7,2,5,7,5,8,4,7,3,2,10,7,2,3,0.5,100,4,16,18,13
6,7,2,6,3,9,5,6,8,2,4,5,4,8,4,6,3,2,6,3,0.495,99,12,18,11,13
1,3,6,4,3,8,2,6,6,5,5,3,7,6,8,6,5,5,8,5,0.51,102,14,15,12,15
6,2,7,5,4,5,5,3,2,4,8,2,4,6,5,6,4,3,8,3,0.46,92,14,17,13,12
7,2,2,4,7,4,3,3,2,2,4,5,5,10,10,6,8,6,2,7,0.495,99,8,27,13,10
5,6,1,2,6,4,4,4,8,7,5,9,6,3,3,2,4,7,4,3,0.465,93,6,11,15,14
3,6,3,6,3,4,4,6,3,3,4,3,8,5,2,6,5,3,2,5,0.42,84,8,10,12,12
8,3,10,5,5,4,3,9,5,7,2,1,1,4,6,4,2,6,6,3,0.47,94,10,18,17,20
5,3,5,5,5,5,5,6,3,7,2,4,8,4,3,6,4,7,7,3,0.485,97,13,12,17,15
7,3,5,3,6,6,5,6,3,6,4,4,5,3,5,3,7,2,3,7,0.465,93,6,15,15,15
8,4,6,3,2,3,4,8,9,3,5,4,3,3,1,3,3,4,4,6,0.43,86,7,12,8,18
4,3,3,7,6,5,1,4,7,3,6,11,6,4,4,2,3,4,1,8,0.46,92,3,12,16,18
7,3,7,3,6,6,4,1,6,9,8,3,3,3,6,5,3,7,4,10,0.52,104,9,16,18,11
2,8,6,6,4,3,6,3,4,7,2,6,3,4,2,4,8,4,5,4,0.455,91,9,8,17,15
4,3,2,5,7,3,6,1,6,3,7,3,6,10,7,2,3,6,6,4,0.47,94,8,21,15,6
4,5,5,4,5,6,8,5,4,2,6,5,5,6,7,8,8,5,8,5,0.555,111,16,17,11,15
8,4,10,7,7,8,4,5,8,4,3,8,5,3,3,6,8,3,7,2,0.565,113,13,14,18,23
4,13,8,4,6,6,4,4,4,9,8,4,2,6,6,4,8,5,6,6,0.585,117,10,16,19,16
10,8,6,6,4,4,3,2,5,6,7,6,4,9,0,3,5,3,0,5,0.48,96,3,19,16,14
7,3,5,5,3,2,6,6,5,7,10,2,6,7,3,6,6,6,4,10,0.545,109,10,17,15,13
1,4,4,4,5,3,3,2,4,1,2,2,4,4,6,4,8,9,6,5,0.405,81,10,11,10,8
7,3,7,5,2,5,6,9,6,4,8,3,6,6,1,8,4,7,5,4,0.53,106,13,14,11,19
6,4,7,6,7,7,2,5,6,2,6,6,8,8,2,4,4,1,7,1,0.495,99,11,16,15,18
1,5,1,6,6,7,4,7,3,7,5,6,1,6,6,9,4,7,8,6,0.525,105,17,13,19,14
5,1,2,2,5,4,1,3,5,4,2,7,1,10,8,9,5,7,7,5,0.465,93,16,23,11,12
8,4,4,5,5,8,13,4,4,9,10,8,6,4,6,4,5,1,7,4,0.595,119,11,18,19,16
4,3,3,4,6,5,7,5,3,4,7,3,4,8,3,6,6,2,5,7,0.475,95,11,15,14,11
3,5,5,4,6,5,3,5,4,3,4,6,1,3,5,7,6,5,6,6,0.46,92,13,11,13,16
4,5,8,7,7,6,5,6,6,4,5,4,4,7,8,1,3,6,9,4,0.545,109,10,19,18,18
1,8,2,5,3,6,3,6,5,3,8,3,2,9,5,1,4,4,5,4,0.435,87,6,15,11,11
4,7,6,6,7,5,4,3,10,5,4,5,5,9,6,8,5,6,4,6,0.575,115,12,19,18,14
3,11,2,2,4,2,5,7,4,6,7,2,7,3,4,6,5,6,4,4,0.47,94,10,10,12,11
4,6,3,6,3,3,3,3,5,4,3,10,4,3,8,5,6,7,7,4,0.485,97,12,15,13,16
5,5,3,3,4,7,9,1,5,5,2,10,5,6,9,6,9,9,6,6,0.575,115,12,20,12,14
5,6,6,5,4,5,5,6,5,5,2,5,3,3,8,8,5,9,6,4,0.525,105,14,16,14,17
7,8,5,2,7,5,6,3,7,5,6,5,5,6,8,4,5,11,8,6,0.595,119,12,21,14,13
7,5,8,6,6,4,3,2,6,3,5,6,5,2,6,3,3,7,7,12,0.53,106,10,15,15,16
3,3,5,3,2,4,4,4,9,5,7,3,10,6,6,8,4,5,5,4,0.5,100,13,15,10,12
5,6,6,6,7,2,5,1,2,5,4,6,5,5,7,1,3,2,7,3,0.44,88,8,17,18,13
2,9,6,4,6,6,5,3,7,4,7,3,1,11,4,11,7,4,5,3,0.54,108,16,17,14,12
4,2,6,4,2,3,6,8,2,7,4,2,3,2,5,8,4,7,2,4,0.425,85,10,11,13,16
6,6,7,4,2,7,6,8,9,1,6,4,6,4,5,6,2,3,9,5,0.53,106,15,15,7,19
8,6,3,9,2,7,8,7,8,2,4,4,2,7,9,4,5,3,10,6,0.57,114,14,24,13,14
8,6,6,10,8,6,5,3,8,3,5,4,5,6,8,2,6,6,7,7,0.595,119,9,22,21,13
8,8,2,3,3,6,6,6,4,2,3,7,6,6,3,6,3,3,2,1,0.44,88,8,17,8,15
6,6,2,6,1,3,2,5,6,4,7,2,6,5,7,3,6,3,5,7,0.46,92,8,18,11,9
5,6,3,3,3,5,3,1,4,7,2,10,4,4,2,5,6,5,7,3,0.44,88,12,11,13,14
7,9,3,4,3,3,6,8,8,3,7,5,2,7,5,1,6,5,10,5,0.535,107,11,19,10,16
4,4,1,6,3,4,7,5,4,5,4,3,7,5,7,3,6,1,5,6,0.45,90,8,16,14,9
5,0,7,4,3,6,7,5,5,8,3,10,4,8,9,3,6,3,1,5,0.51,102,4,22,15,22
4,5,7,8,6,4,4,5,6,5,6,5,2,2,7,11,5,3,5,0,0.5,100,16,13,19,17
4,4,2,6,4,7,6,8,8,16,11,5,9,7,6,2,2,3,5,3,0.59,118,7,17,26,15
6,5,2,3,8,2,4,2,5,4,4,8,3,9,3,1,6,7,7,6,0.475,95,8,18,15,12
3,7,5,5,5,4,0,6,3,5,5,6,5,6,4,6,2,7,3,5,0.46,92,9,13,15,17
7,2,2,3,4,1,3,6,6,5,3,2,7,4,8,4,4,9,7,2,0.445,89,11,19,12,10
4,2,6,4,2,4,7,3,3,2,7,1,4,7,8,3,6,4,4,3,0.42,84,7,19,8,10
4,3,3,4,5,2,6,5,6,5,5,2,10,5,8,3,2,7,3,7,0.475,95,6,17,14,10
2,11,4,5,7,2,2,8,2,3,0,5,4,4,2,5,4,4,10,0,0.42,84,15,8,15,17
5,3,7,6,5,6,10,1,6,4,3,6,7,8,6,5,3,3,7,3,0.52,104,12,19,15,14
3,3,4,8,8,6,7,13,2,5,8,4,4,7,2,4,9,6,3,3,0.545,109,7,12,21,21
6,3,8,2,5,1,4,6,4,6,4,1,5,6,5,4,8,6,6,5,0.475,95,10,17,13,15
4,6,4,8,9,4,4,8,5,7,3,4,4,4,4,4,2,10,4,3,0.505,101,8,12,24,16
7,4,4,5,7,6,4,8,2,5,4,1,2,7,6,7,7,5,3,4,0.49,98,10,20,17,13
5,6,2,7,7,1,5,6,5,3,8,2,5,5,5,4,9,5,4,5,0.495,99,8,15,17,10
8,4,6,6,3,4,5,2,10,3,6,5,5,0,3,8,3,5,2,10,0.49,98,10,11,12,13
5,5,3,8,4,3,6,4,2,1,3,3,10,7,4,4,7,3,9,7,0.49,98,13,16,13,10
4,3,4,2,6,4,3,6,3,5,5,3,4,2,3,5,7,6,6,10,0.455,91,11,9,13,13
6,2,3,1,3,3,4,4,9,7,8,6,4,7,3,6,3,5,5,6,0.475,95,11,16,11,13
5,2,3,5,7,6,5,2,7,4,7,5,3,6,5,7,8,2,5,2,0.48,96,12,16,16,10
9,6,5,7,5,8,8,6,11,6,2,6,12,8,6,3,9,7,4,7,0.675,135,7,23,18,17
5,3,1,5,4,6,5,8,2,7,4,6,9,0,6,9,8,5,5,5,0.515,103,14,11,16,15
2,4,5,3,9,6,4,5,7,4,4,7,5,5,4,8,1,4,9,6,0.51,102,17,11,16,17
6,3,5,7,3,1,6,3,3,1,3,5,13,4,2,3,4,1,12,4,0.445,89,15,12,11,13
6,5,3,5,1,6,3,5,5,5,4,2,5,4,6,4,5,1,2,11,0.44,88,6,16,11,10
4,8,3,6,12,2,5,6,2,9,2,2,2,5,7,4,3,5,3,9,0.495,99,7,16,27,11
5,4,2,5,4,5,8,8,7,7,3,5,0,7,7,6,5,4,7,3,0.51,102,13,19,16,15
3,8,9,5,7,5,5,3,2,1,3,2,6,3,4,4,3,9,4,8,0.47,94,8,10,13,14
8,4,5,4,5,5,4,5,7,10,3,3,7,6,5,4,1,8,5,7,0.53,106,9,19,19,13
6,1,4,4,4,4,4,7,8,2,4,5,2,5,7,3,5,7,1,0,0.415,83,4,18,10,16
3,3,9,4,7,3,3,6,3,6,5,3,13,4,8,4,10,4,6,6,0.55,110,10,15,17,18
7,4,5,5,6,2,3,5,3,7,9,5,5,6,6,6,8,7,5,1,0.525,105,11,19,18,15
8,6,4,4,7,5,7,2,3,3,7,6,10,2,3,5,4,4,5,6,0.505,101,10,13,14,12
8,5,3,8,8,3,7,5,5,4,5,6,3,6,5,3,5,5,2,2,0.49,98,5,19,20,14
4,8,6,10,2,6,2,6,5,3,5,5,2,5,8,5,4,4,6,4,0.5,100,11,17,15,17
2,3,6,5,5,6,3,4,5,4,3,3,5,6,8,2,5,5,3,8,0.455,91,5,16,14,13
2,2,6,7,4,3,5,8,5,9,3,8,2,8,4,2,6,8,3,7,0.51,102,5,14,20,22
4,6,8,7,3,5,4,11,3,3,3,2,4,4,8,6,2,5,6,5,0.495,99,12,16,13,21
6,3,2,8,5,6,6,2,5,5,4,6,2,6,7,9,4,5,5,6,0.51,102,14,19,18,10
7,7,5,4,8,6,4,7,4,5,2,9,3,4,7,2,3,3,5,4,0.495,99,7,18,17,21
3,1,4,4,5,7,6,10,3,6,6,7,0,4,5,6,4,2,4,3,0.45,90,10,12,15,21
7,6,6,5,3,3,5,1,6,9,5,2,3,1,9,2,7,10,4,9,0.515,103,6,17,17,9
7,2,4,4,6,6,6,3,5,3,1,3,6,7,3,2,2,2,2,3,0.385,77,4,17,13,10
3,6,11,5,4,7,6,5,2,8,5,7,9,3,3,7,4,5,2,5,0.535,107,9,9,17,23
5,2,2,0,3,4,4,5,2,10,3,3,4,7,2,6,6,7,5,3,0.415,83,11,14,13,10
5,3,0,6,3,3,9,6,4,7,7,7,1,6,4,3,4,3,6,4,0.455,91,9,15,16,13
6,5,3,3,3,4,3,4,3,3,3,6,4,2,5,3,2,5,6,3,0.38,76,9,13,9,13
5,0,6,4,6,5,7,4,7,1,4,7,7,4,3,5,3,3,4,6,0.455,91,9,12,11,17
2,5,6,6,4,3,5,5,4,2,9,4,8,3,1,5,5,5,8,0,0.45,90,13,6,12,15
4,6,3,3,5,7,8,4,3,10,2,7,6,4,3,7,3,7,6,3,0.505,101,13,11,18,14
5,6,5,6,10,6,5,5,9,2,4,6,2,5,3,7,3,4,2,4,0.495,99,9,13,18,16
5,3,3,7,4,5,9,4,2,5,6,3,8,6,5,2,6,3,5,6,0.485,97,7,16,16,10
1,5,4,5,9,3,4,4,10,9,10,1,4,7,5,5,8,8,3,4,0.545,109,8,13,23,9
5,7,5,4,6,4,8,10,7,6,4,2,3,6,3,2,4,3,6,3,0.49,98,8,14,16,17
5,6,8,7,6,6,6,5,2,4,5,10,3,6,5,6,4,8,7,1,0.55,110,13,16,17,23
3,4,4,4,6,3,6,3,7,2,5,10,5,7,3,6,4,3,6,4,0.475,95,12,13,12,17
7,5,7,4,3,3,3,4,1,5,4,2,3,5,5,7,4,6,8,7,0.465,93,15,17,12,13
5,7,1,8,2,5,6,9,4,5,6,5,4,5,7,1,5,3,6,6,0.5,100,7,17,15,15
